#起始日期：2017-06-01 00:00:00  终止日期：2017-06-12 23:59:59												
#交易金额合计：11197笔，共4110546.80元												
#下载时间：2017-06-18 20:58:23												
												
交易时间	微信支付单号	商户订单号	商户号	特约商户号	设备号	appid	下单用户	交易场景	交易状态	支付成功时间	交易金额(元)	现金券抵扣金额(元) 
2017/6/2 15:37	"4003892001201706023890080728	"	"GH201706021535231140178186	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wRf8-prs_uW9BgC_TxQ2k10	公众号支付	买家已支付	2017/6/2 15:37	3.5	0
2017/6/2 15:38	"4004602001201706023890011132	"	"CF201706021537331227849241	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wcETe5Sv3gxJQVumeGd_pU4	公众号支付	买家已支付	2017/6/2 15:38	294.89	0
2017/6/2 15:42	"4005752001201706023894936901	"	"GH20170602154143246054555	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wWZk4Fr4hNP753LNly6oiws	公众号支付	买家已支付	2017/6/2 15:42	5.5	0
2017/6/2 15:46	"4008192001201706023895063105	"	"GH20170602154357227361615	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wXwSb2fnUziX7h2EwpW3Unk	公众号支付	买家已支付	2017/6/2 15:46	3.5	0
2017/6/2 15:46	"4003062001201706023895034581	"	"CF201706021545241944621744	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wT_Y8hqiil5NBCeDgmLXJrE	公众号支付	买家已支付	2017/6/2 15:46	300	0
2017/6/2 15:51	"4008582001201706023892263448	"	"CF201706021550031485963321	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wYKRADtepHE8H3zgmPk6_P0	公众号支付	买家已支付	2017/6/2 15:51	1.14	0
2017/6/2 15:51	"4008232001201706023892276437	"	"CF20170602155017389252475	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wbWPLEVYVWA6Gkw6YiSwNfc	公众号支付	买家已支付	2017/6/2 15:51	1313.51	0
2017/6/2 15:52	"4004602001201706023896593388	"	"CF201706021551141470979666	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wcETe5Sv3gxJQVumeGd_pU4	公众号支付	买家已支付	2017/6/2 15:52	26.29	0
2017/6/2 15:55	"4006142001201706023893832035	"	"CF20170602155441390446444	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wZzZXPuB5oB4-tTRTehc1xM	公众号支付	买家已支付	2017/6/2 15:55	1778.42	0
2017/6/2 15:56	"4004452001201706023893792988	"	"GH20170602155527551945124	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wcoxgJTElZXydpuiNshzvXc	公众号支付	买家已支付	2017/6/2 15:56	3.5	0
2017/6/2 15:59	"4001882001201706023896904875	"	"CF20170602155841413180475	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wSsOoCOoiJv7C5fdQyY6jzE	公众号支付	买家已支付	2017/6/2 15:59	197.15	0
2017/6/2 16:00	"4002692001201706023896939230	"	"CF201706021559081599471993	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wdttrF2RUr2YkQwDu2-s6CI	公众号支付	买家已支付	2017/6/2 16:00	64.65	0
2017/6/2 16:16	"4004632001201706023900490541	"	"CF20170602161522738423427	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wTCVF5KlSvu6qkKADYFx9TI	公众号支付	买家已支付	2017/6/2 16:16	229	0.55
2017/6/2 16:19	"4001792001201706023896231476	"	"CF201706021618231616302430	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wROIpE-dv0DPvnenFzJQOVM	公众号支付	买家已支付	2017/6/2 16:19	42	0
2017/6/2 16:25	"4000642001201706023897859843	"	"CF20170602162409396530407	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wRhMqpdYBkcN7nucsHDCkjo	公众号支付	买家已支付	2017/6/2 16:25	2253.29	0.4
2017/6/2 16:26	"4007742001201706023899584247	"	"CF201706021625431180171149	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wcvxEU30rGdzAehQR07HW0g	公众号支付	买家已支付	2017/6/2 16:26	12	0
2017/6/2 16:36	"4001512001201706023899904137	"	"GH201706021635171285263372	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wfPyQEREHx8Y3oQcT23a-QE	公众号支付	买家已支付	2017/6/2 16:36	3.5	0.54
2017/6/2 16:36	"4001782001201706023899909326	"	"GH20170602163522206917829	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wSxy0AFxrF89ZhTqKKqP5mY	公众号支付	买家已支付	2017/6/2 16:36	5.5	0
2017/6/2 16:42	"4006452001201706023903075504	"	"GH201706021641382023319473	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wYYaVntrgpVgkFmvuWYdb3Q	公众号支付	买家已支付	2017/6/2 16:42	3.5	0
2017/6/2 16:43	"4006692001201706023900200093	"	"CF201706021642141612836349	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wRM3yPWW3hS1IhiEGk53xLo	公众号支付	买家已支付	2017/6/2 16:43	143.96	0.55
2017/6/2 16:54	"4001452001201706023905044613	"	"GH201706021653371255108310	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1weeejNvKvmoWvTdLh59hxOQ	公众号支付	买家已支付	2017/6/2 16:54	3.5	0.41
2017/6/2 16:55	"4002452001201706023901950009	"	"CF201706021654221723366352	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wei2Ulx_68FR1B3C0WJFDJ8	公众号支付	买家已支付	2017/6/2 16:55	53.1	0
2017/6/2 16:57	"4004632001201706023906794216	"	"CF20170602165624730842621	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wTCVF5KlSvu6qkKADYFx9TI	公众号支付	待买家支付		91.41	0
2017/6/2 16:58	"4001782001201706023902048665	"	"CF20170602165712596638621	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wSxy0AFxrF89ZhTqKKqP5mY	公众号支付	买家已支付	2017/6/2 16:58	15	0
2017/6/2 17:04	"4004682001201706023905406246	"	"CF201706021703271335752975	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wbLMkKSengRr8HRGzvFZn6g	公众号支付	买家已支付	2017/6/2 17:04	222	0.52
2017/6/2 17:07	"4004292001201706023905562235	"	"CF201706021706281682079266	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wc94nbcDYl4ycBMnPI3gnBQ	公众号支付	买家已支付	2017/6/2 17:07	199.65	0
2017/6/2 17:09	"4005642001201706023907244195	"	"GH201706021708581203533934	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wTpgdgvnKoSeGAjrfzJLDhw	公众号支付	买家已支付	2017/6/2 17:09	3.5	0
2017/6/2 17:11	"4004682001201706023908566201	"	"CF201706021710132000565552	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wbLMkKSengRr8HRGzvFZn6g	公众号支付	买家已支付	2017/6/2 17:11	55.8	0
2017/6/2 17:26	"4002452001201706023906258738	"	"CF201706021725471688693586	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wei2Ulx_68FR1B3C0WJFDJ8	公众号支付	买家已支付	2017/6/2 17:26	188.5	0
2017/6/2 17:27	"4006432001201706023912306051	"	"CF20170602172608330676472	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wQ6b1YrTeXZpDqLBg4RTWs0	公众号支付	买家已支付	2017/6/2 17:27	196.65	0
2017/6/2 18:21	"4004692001201706023919293800	"	"CF20170602182020310428776	"	"1293495701	"	"	"		wx9b804d3e447446dc	oW5L1wUcdu_cbEHhyXpSQ7z25uio	公众号支付	买家已支付	2017/6/2 18:21	7.07	0
2017/6/2 21:16	"4008142001201706023948132572	"	"SP17060200001729	"	"1293495701	"	"	"	4028a0815a91d9a5015a91e02dbe0112	wx9b804d3e447446dc	oW5L1wU7-jj2qDVVrLGpn-hGdPcU	扫码支付	全额退款	2017/6/2 21:16	1	0
2017/6/2 21:45	"4002802001201706023956571935	"	"SP17060200001760	"	"1293495701	"	"	"	4028a0815a91d9a5015a91e02dbe0113	wx9b804d3e447446dc	oW5L1wSD6F5Y_eG_bM5n8M2Nteww	扫码支付	买家已支付	2017/6/2 21:45	10	0
2017/6/2 21:54	"4000482001201706023956861726	"	"SP17060200001771	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e97f88e00c1	wx9b804d3e447446dc	oW5L1we9bnH_eP-KsyuJG58Hw0FY	扫码支付	买家已支付	2017/6/2 21:54	20	0
2017/6/2 21:59	"4002062001201706023958379014	"	"SP17060200001773	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e97f88e00c1	wx9b804d3e447446dc	oW5L1wVs8v0BiSL7l5DEgRHgrcCs	扫码支付	买家已支付	2017/6/2 21:59	1	0.51
2017/6/2 22:22	"4006922001201706023959295595	"	"SP17060200001796	"	"1293495701	"	"	"	8a942a765c3d44d3015c3eb1877900c5	wx9b804d3e447446dc	oW5L1wTtWK7jtsgia3gjYPANUAso	扫码支付	买家已支付	2017/6/2 22:22	10	0
2017/6/2 22:38	"4006272001201706023963515892	"	"SP17060200001808	"	"1293495701	"	"	"	8a942a765c3d44d3015c3ea8c73c00c4	wx9b804d3e447446dc	oW5L1wSLZOontLqntQf3c72Y0iJA	扫码支付	买家已支付	2017/6/2 22:38	100	0
2017/6/2 22:40	"4006272001201706023964768898	"	"SP17060200001814	"	"1293495701	"	"	"	8a942a765c3d44d3015c3ea8c73c00c4	wx9b804d3e447446dc	oW5L1wSLZOontLqntQf3c72Y0iJA	扫码支付	买家已支付	2017/6/2 22:40	900	0
2017/6/2 22:45	"4004232001201706023960251203	"	"SP17060200001824	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e97f88e00c1	wx9b804d3e447446dc	oW5L1wRh11V7r1wF5IbTW1YTBu14	扫码支付	买家已支付	2017/6/2 22:45	20	0
2017/6/2 22:46	"4005362001201706023960178124	"	"SP17060200001825	"	"1293495701	"	"	"	8a942a765c3d44d3015c3ea8c73c00c4	wx9b804d3e447446dc	oW5L1wYlDgyMVZy7vFXRgDPO4m3o	扫码支付	买家已支付	2017/6/2 22:46	1	0
2017/6/2 22:46	"4004232001201706023961730040	"	"SP17060200001826	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e97f88e00c1	wx9b804d3e447446dc	oW5L1wRh11V7r1wF5IbTW1YTBu14	扫码支付	买家已支付	2017/6/2 22:46	20	0
2017/6/2 22:58	"4004462001201706023962062442	"	"SP17060200001830	"	"1293495701	"	"	"	8a8a52615c452bb6015c458281c30001	wx9b804d3e447446dc	oW5L1wdHA30uaMbRrUEIt1V7JR4I	扫码支付	买家已支付	2017/6/2 22:58	50	0
2017/6/2 23:02	"4004462001201706023962166570	"	"SP17060200001833	"	"1293495701	"	"	"	8a8a52615c452bb6015c458281c30001	wx9b804d3e447446dc	oW5L1wdHA30uaMbRrUEIt1V7JR4I	扫码支付	买家已支付	2017/6/2 23:02	10	0
2017/6/2 23:11	"4004462001201706023968732109	"	"SP17060200001841	"	"1293495701	"	"	"	8a8a52615c452bb6015c458281c30001	wx9b804d3e447446dc	oW5L1wdHA30uaMbRrUEIt1V7JR4I	扫码支付	买家已支付	2017/6/2 23:11	10	0
2017/6/3 0:17	"4007042001201706033973562152	"	"SP17060300001867	"	"1293495701	"	"	"	8a942a765c3d44d3015c3ea8c73c00c4	wx9b804d3e447446dc	oW5L1wSVSnxemTpBdqCEyCxvovRY	扫码支付	买家已支付	2017/6/3 0:17	300	0
2017/6/3 0:19	"4009032001201706033976564411	"	"SP17060300001868	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e97f88e00c1	wx9b804d3e447446dc	oW5L1wfpxrzNybACFu58qFODrD28	扫码支付	买家已支付	2017/6/3 0:19	483	0
2017/6/3 0:27	"4005482001201706033978580783	"	"SP17060300001870	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e9b263700c3	wx9b804d3e447446dc	oW5L1wXTxfTpEk5jGyC6YGRLfZxM	扫码支付	买家已支付	2017/6/3 0:27	200	0
2017/6/3 0:47	"4005482001201706033975764401	"	"SP17060300001872	"	"1293495701	"	"	"	8a942a765c3d44d3015c3ea8c73c00c4	wx9b804d3e447446dc	oW5L1wXTxfTpEk5jGyC6YGRLfZxM	扫码支付	买家已支付	2017/6/3 0:47	300	0
2017/6/3 1:28	"4002122001201706033981151018	"	"SP17060300001879	"	"1293495701	"	"	"	8a8a52625c452b2e015c457b442c0003	wx9b804d3e447446dc	oW5L1wZtVste25EhPrGveGkLGyeY	扫码支付	买家已支付	2017/6/3 1:28	200	0.48
2017/6/3 2:58	"4006332001201706033988463293	"	"SP17060300001886	"	"1293495701	"	"	"	8a8a52625c452b2e015c45828ba50004	wx9b804d3e447446dc	oW5L1wfHt-jGLjIoyj5KBnzPFJs0	扫码支付	买家已支付	2017/6/3 2:58	100	0
2017/6/3 5:31	"4003112001201706033993424636	"	"SP17060300001893	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wfV4zsPufW9PCFs9ezBE1p4	扫码支付	买家已支付	2017/6/3 5:31	257	0
2017/6/3 6:05	"4000302001201706033995835616	"	"SP17060300001912	"	"1293495701	"	"	"	8a8a52625c452b2e015c45828ba50004	wx9b804d3e447446dc	oW5L1wauumkfGdkRt9typQD82LI8	扫码支付	部分退款	2017/6/3 6:05	50	0
2017/6/3 6:07	"4004732001201706033997089360	"	"SP17060300001915	"	"1293495701	"	"	"	8a8a52615c452bb6015c457bf9730000	wx9b804d3e447446dc	oW5L1wUBSM4HSg27XLf87XG535NE	扫码支付	买家已支付	2017/6/3 6:07	100	0
2017/6/3 6:26	"4008942001201706033996160137	"	"SP17060300001923	"	"1293495701	"	"	"	8a942a765c3d44d3015c3ea8c73c00c4	wx9b804d3e447446dc	oW5L1wQgw8IToCRiNKLZh2Xz3mKY	扫码支付	买家已支付	2017/6/3 6:26	20	0
2017/6/3 6:32	"4000952001201706034002321642	"	"SP17060300001926	"	"1293495701	"	"	"	8a942a765c3d44d3015c3ea8c73c00c4	wx9b804d3e447446dc	oW5L1wcMbp5ipj-DQEc0ASW-YHgk	扫码支付	买家已支付	2017/6/3 6:32	20	0
2017/6/3 6:40	"4002562001201706034000606155	"	"SP17060300001931	"	"1293495701	"	"	"	8a942a765c3d44d3015c3eb9d87b00c6	wx9b804d3e447446dc	oW5L1werxhy-wRwAkaZD61QkPttw	扫码支付	买家已支付	2017/6/3 6:40	20	0.57
2017/6/3 6:49	"4007112001201706033999451867	"	"SP17060300001938	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1weGzF3d79Or_Tq1bj9xjhzc	扫码支付	买家已支付	2017/6/3 6:49	30	0
2017/6/3 7:00	"4008992001201706034002948218	"	"SP17060300001949	"	"1293495701	"	"	"	8a942a765c3d44d3015c3d910b9f0021	wx9b804d3e447446dc	oW5L1wXQDM4kCGFnMd3gDJ_gdZpY	扫码支付	买家已支付	2017/6/3 7:00	20	0
2017/6/3 7:04	"4009942001201706034003018701	"	"SP17060300001962	"	"1293495701	"	"	"	8a942a765c3d44d3015c3ea8c73c00c4	wx9b804d3e447446dc	oW5L1wdkWRDDTHo9rwq43by-AK1w	扫码支付	买家已支付	2017/6/3 7:04	100	0
2017/6/3 7:07	"4008602001201706033999887020	"	"SP17060300001969	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wdTd8UwnY312Jk0HASZbsvE	扫码支付	买家已支付	2017/6/3 7:07	500	0
2017/6/3 7:19	"4005922001201706034001579651	"	"SP17060300002002	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wf338T9kRWrGXR95EyCaWj8	扫码支付	买家已支付	2017/6/3 7:19	500	0
2017/6/3 7:20	"4006142001201706034000192347	"	"SP17060300002005	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wYFRUbRxBpv4GNwe926MNd8	扫码支付	部分退款	2017/6/3 7:20	400	0
2017/6/3 7:23	"4007992001201706034001696927	"	"SP17060300002013	"	"1293495701	"	"	"	4028a0815a91d9a5015a91e02dbe0118	wx9b804d3e447446dc	oW5L1wQkbLGX6yju2w_JjRiAk-ok	扫码支付	买家已支付	2017/6/3 7:23	20	0
2017/6/3 7:28	"4003262001201706034004955483	"	"SP17060300002030	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wVK4szrx9BYHxVmCPxljjOg	扫码支付	买家已支付	2017/6/3 7:28	300	0
2017/6/3 7:30	"4006982001201706034004985120	"	"SP17060300002032	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e3fa9b700ae	wx9b804d3e447446dc	oW5L1wR5Ja0jpIltujACA98PRa_4	扫码支付	买家已支付	2017/6/3 7:30	30	0
2017/6/3 7:31	"4001242001201706034003808445	"	"SP17060300002033	"	"1293495701	"	"	"	8a942a765c25d677015c26086a390023	wx9b804d3e447446dc	oW5L1wfb4kEqC_Vc8mYv1_WHlrB8	扫码支付	买家已支付	2017/6/3 7:31	20	0
2017/6/3 7:32	"4009692001201706034006527772	"	"SP17060300002039	"	"1293495701	"	"	"	4028a0815a91d9a5015a91e02dbe0117	wx9b804d3e447446dc	oW5L1wSLA32gYucxXvYGFqjgCcM0	扫码支付	买家已支付	2017/6/3 7:32	200	0
2017/6/3 7:34	"4008792001201706034005118054	"	"SP17060300002047	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wZngPselGh6rd12T9ie0sD4	扫码支付	买家已支付	2017/6/3 7:34	20	0.55
2017/6/3 7:56	"4003722001201706034008535795	"	"SP17060300002050	"	"1293495701	"	"	"	8a942a765c3447be015c3468fe660002	wx9b804d3e447446dc	oW5L1wZB_fwDWyPSKpP7SBz28fKg	扫码支付	买家已支付	2017/6/3 7:56	20	0
2017/6/3 7:58	"4009372001201706034008752078	"	"SP17060300002054	"	"1293495701	"	"	"	8a942a765c25d677015c25f826360012	wx9b804d3e447446dc	oW5L1wYM8mjwWi9tR6h7tnnN9MH4	扫码支付	买家已支付	2017/6/3 7:58	100	0
2017/6/3 7:59	"4001752001201706034005882333	"	"SP17060300002059	"	"1293495701	"	"	"	8a942a765c3447be015c3468fe660002	wx9b804d3e447446dc	oW5L1wSHlqUFbHyWkAt-ogvHL-Mo	扫码支付	部分退款	2017/6/3 7:59	100	0
2017/6/3 8:01	"4004882001201706034005910942	"	"SP17060300002067	"	"1293495701	"	"	"	8a942a765c3d44d3015c3f1f00aa00ca	wx9b804d3e447446dc	oW5L1wXxq1s5bhkfMpb2vjKpLZjk	扫码支付	全额退款	2017/6/3 8:01	100	0
2017/6/3 8:02	"4006312001201706034007368198	"	"SP17060300002083	"	"1293495701	"	"	"	8a942a765c3447be015c34615ddd0001	wx9b804d3e447446dc	oW5L1wfhVnzUimOhoYMGcaOzoh_k	扫码支付	买家已支付	2017/6/3 8:02	20	0
2017/6/3 8:02	"4006402001201706034010806224	"	"SP17060300002087	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e97f88e00c1	wx9b804d3e447446dc	oW5L1wbypxroGbJA_qzeLPwXyxBs	扫码支付	买家已支付	2017/6/3 8:02	50	0
2017/6/3 8:03	"4002732001201706034010761586	"	"SP17060300002090	"	"1293495701	"	"	"	4028a0815a91d9a5015a91e02dbe0121	wx9b804d3e447446dc	oW5L1wVjdslJJ0C11TbAXk7cU95E	扫码支付	买家已支付	2017/6/3 8:03	500	0
2017/6/3 8:03	"4001372001201706034005964729	"	"SP17060300002095	"	"1293495701	"	"	"	4028a0815a91d9a5015a91e02dbe0116	wx9b804d3e447446dc	oW5L1wRSkXA6XxPHDNfelcBN3Btc	扫码支付	买家已支付	2017/6/3 8:03	400	0
2017/6/3 8:04	"4003732001201706034008874359	"	"SP17060300002098	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wWbMTrwyOi1arZRfpY6hALc	扫码支付	买家已支付	2017/6/3 8:04	50	0
2017/6/3 8:06	"4005672001201706034006058305	"	"SP17060300002122	"	"1293495701	"	"	"	8a942a765c25d677015c25f826360012	wx9b804d3e447446dc	oW5L1wetBYgzF_LM7A74kADgWLHY	扫码支付	买家已支付	2017/6/3 8:06	50	0
2017/6/3 8:06	"4006582001201706034007536438	"	"SP17060300002127	"	"1293495701	"	"	"	8a942a765c25d677015c25f3e05c0006	wx9b804d3e447446dc	oW5L1wZLdq9gLt8gHKCjto8KJo6E	扫码支付	买家已支付	2017/6/3 8:06	50	0
2017/6/3 8:06	"4006762001201706034008986877	"	"SP17060300002129	"	"1293495701	"	"	"	8a942a765c3d44d3015c3f08a61500c9	wx9b804d3e447446dc	oW5L1wckZCoL0l3swd-ceYrxlizA	扫码支付	买家已支付	2017/6/3 8:06	1000	0
2017/6/3 8:07	"4007632001201706034006170425	"	"SP17060300002133	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wYggeqLrTdKFJFEKRlwQu1c	扫码支付	买家已支付	2017/6/3 8:07	100	0
2017/6/3 8:07	"4000242001201706034010996260	"	"SP17060300002130	"	"1293495701	"	"	"	8a942a765c3d44d3015c3f4f5bfc00d0	wx9b804d3e447446dc	oW5L1wR-b1foWKDyt_yY7LOZWuIQ	扫码支付	买家已支付	2017/6/3 8:07	500	0
2017/6/3 8:08	"4000552001201706034011021017	"	"SP17060300002145	"	"1293495701	"	"	"	8a942a765c3447be015c34615ddd0001	wx9b804d3e447446dc	oW5L1wRL5tnwCSQ4af9t9zPhOkrI	扫码支付	买家已支付	2017/6/3 8:08	50	0
2017/6/3 8:09	"4008242001201706034009045567	"	"SP17060300002160	"	"1293495701	"	"	"	8a942a765c3d44d3015c3eebb66f00c8	wx9b804d3e447446dc	oW5L1wXsjJ11nBq4nCqqBP9TsznY	扫码支付	买家已支付	2017/6/3 8:09	500	0
2017/6/3 8:09	"4006582001201706034009059385	"	"SP17060300002164	"	"1293495701	"	"	"	8a942a765c25d677015c25f3e05c0006	wx9b804d3e447446dc	oW5L1wZLdq9gLt8gHKCjto8KJo6E	扫码支付	买家已支付	2017/6/3 8:09	50	0
2017/6/3 8:09	"4005312001201706034006188325	"	"SP17060300002161	"	"1293495701	"	"	"	8a942a765c3447be015c34615ddd0001	wx9b804d3e447446dc	oW5L1wacnSdHDxBhRCQCbxMxAq_s	扫码支付	买家已支付	2017/6/3 8:09	30	0
2017/6/3 8:09	"4001472001201706034007560576	"	"SP17060300002163	"	"1293495701	"	"	"	8a942a765c3447be015c34cb8c76000a	wx9b804d3e447446dc	oW5L1waZdH7_pZ5EQwcUeJE61z98	扫码支付	买家已支付	2017/6/3 8:09	10	0
2017/6/3 8:11	"4009712001201706034011092538	"	"SP17060300002180	"	"1293495701	"	"	"	8a942a765c3d44d3015c3f3a7be800ce	wx9b804d3e447446dc	oW5L1wUeiS8Ys3WhmMo6zpW1Fwys	扫码支付	买家已支付	2017/6/3 8:11	200	0
2017/6/3 8:11	"4003332001201706034011124128	"	"SP17060300002182	"	"1293495701	"	"	"	8a942a765c3447be015c34615ddd0001	wx9b804d3e447446dc	oW5L1wTANe5B9LvTOqBVcC3ynGYM	扫码支付	买家已支付	2017/6/3 8:11	40	0
2017/6/3 8:11	"4004212001201706034011059852	"	"SP17060300002183	"	"1293495701	"	"	"	4028a0815a91d9a5015a91e02dbe0121	wx9b804d3e447446dc	oW5L1warfZVQUDQi3qbAi9mqP4PQ	扫码支付	买家已支付	2017/6/3 8:11	500	0
2017/6/3 8:12	"4008692001201706034009129322	"	"SP17060300002191	"	"1293495701	"	"	"	8a942a765c3447be015c34615ddd0001	wx9b804d3e447446dc	oW5L1wTVFv4CM6vEMSPDaJiotAGM	扫码支付	买家已支付	2017/6/3 8:12	100	0
2017/6/3 8:13	"4004602001201706034007670747	"	"SP17060300002196	"	"1293495701	"	"	"	8a942a765c25d677015c25f3e05c0006	wx9b804d3e447446dc	oW5L1wdWOf_5x8Mi6_L-YoGoyAhQ	扫码支付	买家已支付	2017/6/3 8:13	50	0
2017/6/3 8:13	"4006522001201706034012308929	"	"SP17060300002194	"	"1293495701	"	"	"	8a942a765c3d44d3015c3e99161100c2	wx9b804d3e447446dc	oW5L1wZJ0TEPxTtbsrpuW0MkLUSc	扫码支付	买家已支付	2017/6/3 8:13	50	0
2017/6/3 8:14	"4002702001201706034011187535	"	"SP17060300002215	"	"1293495701	"	"	"	8a942a765c3447be015c34cb8c76000a	wx9b804d3e447446dc	oW5L1wUote8vsg22Jd_WETy4CXqc	扫码支付	买家已支付	2017/6/3 8:14	500	0
2017/6/3 8:14	"4000402001201706034007710761	"	"SP17060300002217	"	"1293495701	"	"	"	8a942a765c3447be015c349aea9e0007	wx9b804d3e447446dc	oW5L1waXRCWcwTcD1k6k_ECHEdt8	扫码支付	买家已支付	2017/6/3 8:14	20	0
2017/6/3 8:14	"4004792001201706034011241292	"	"SP17060300002213	"	"1293495701	"	"	"	8a942a765c3d44d3015c3d95a5510022	wx9b804d3e447446dc	oW5L1wR4FhMl5u30W7bgDDBuhYbs	扫码支付	买家已支付	2017/6/3 8:14	100	0
2017/6/3 8:15	"4003722001201706034011249604	"	"SP17060300002229	"	"1293495701	"	"	"	8a942a765c3447be015c3468fe660002	wx9b804d3e447446dc	oW5L1wZB_fwDWyPSKpP7SBz28fKg	扫码支付	买家已支付	2017/6/3 8:15	300	0
2017/6/3 8:15	"4005362001201706034007773687	"	"SP17060300002233	"	"1293495701	"	"	"	8a942a765c25d677015c2606c6f40021	wx9b804d3e447446dc	oW5L1wbXPZPAZjWIK8sAEvQT2dz4	扫码支付	买家已支付	2017/6/3 8:15	100	0
2017/6/3 8:16	"4007312001201706034011283004	"	"SP17060300002240	"	"1293495701	"	"	"	8a942a765c3447be015c34615ddd0001	wx9b804d3e447446dc	oW5L1wX1r57RgmF0-EYNc1s3Odhg	扫码支付	买家已支付	2017/6/3 8:16	100	0
2017/6/3 8:17	"4009962001201706034011335821	"	"SP17060300002251	"	"1293495701	"	"	"	8a942a765c3447be015c34605c9e0000	wx9b804d3e447446dc	oW5L1wYAvH9GZQErcXkiw6LO8Xz4	扫码支付	买家已支付	2017/6/3 8:17	100	0
2017/6/3 8:17	"4007282001201706034011320690	"	"SP17060300002260	"	"1293495701	"	"	"	8a942a765c3d44d3015c3f4f5bfc00d0	wx9b804d3e447446dc	oW5L1weHclfpdJvvkcuucTRqdm1c	扫码支付	买家已支付	2017/6/3 8:17	10	0
2017/6/3 8:18	"4001682001201706034007875670	"	"SP17060300002270	"	"1293495701	"	"	"	8a942a765c3447be015c348886ea0006	wx9b804d3e447446dc	oW5L1wY-Pz6NW8NJ7FVJCZyX_ffU	扫码支付	买家已支付	2017/6/3 8:18	100	0
2017/6/3 8:18	"4008172001201706034012476719	"	"SP17060300002269	"	"1293495701	"	"	"	8a942a765c3d44d3015c3f3cbbda00cf	wx9b804d3e447446dc	oW5L1wUEqzi9US6S6eP4rEUydXmQ	扫码支付	买家已支付	2017/6/3 8:18	100	0
2017/6/3 8:20	"4000852001201706034011355821	"	"SP17060300002281	"	"1293495701	"	"	"	8a8a52625c5016d7015c54323b140756	wx9b804d3e447446dc	oW5L1wRXpiVNmPIkIDca5GYQXqmY	扫码支付	买家已支付	2017/6/3 8:20	2500	0
